id,tweetText,image_file,label,status
248,#newyorkers I introduced to you our new #transport,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
249,Oooo #NewYork #Hurricane #Sandy #Weather #Cool but,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
250,HOLY FUCK IS THIS REAL #sandy #hurricane #shark #s,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
251,Outside my cousin's house in #AtlanticCity #NJ #Sh,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
252,#regram #sharks at people's doorsteps in #Jersey #,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
253,Shark swimming on the streets of NJ #shark #hurric,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
254,#hurricane #sandy #rain #flood http://t.co/arCfqNI,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
255,#newyorkcity today. #newyork #hurricane #crazy #na,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
256,The day after tomorrow #Sandy #Hurricane #Storm #R,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
257,This was taken by my friends grandparents.. Wtf!! ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
258,"Shut the fuck up. This was just on the news, shark",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
259,Omg! #Hurricane #Sandy I got two word for you #SUC,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
260,No days off for these guys...respect and honor #sa,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
261,#hurricane #sandy http://t.co/88icxXr7,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
262,All quiet #hurricane http://t.co/I3ICsCqY,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
263,This reminds me of The Day After Tomorrow #scary #,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
264,#USA #hurricane #sandy http://t.co/SUpQN1zW,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
265,"The storm is mean, but sure is pretty. #StatueOfLi",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
266,Fuckin hell that is crazy shit #hurricane #sandy #,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
267,RT @Nihal201: Amazing picture from the #NewYork Ha,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
268,#hurricane #sandy shyt just hit ny http://t.co/JBA,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
269,#sandy #hurricane #newyork http://t.co/LQUlLXsV,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
270,#wow #NY #hurricane #instagram http://t.co/azlEKTJ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
271,#soldiers #tomb #unknownsoldier #hurricane #usa #o,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
272,NYC #scary #hurricane ⚡☔🌀🌊 http://t.co/cu275EB5,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
273,#NYC #subway completely #flooded !!! #sandy #times,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
274,#newyork #hurricane красиво и страшно😊 http://t.co,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
275,Omg... #sandy #hurricane #storm #sky #clouds #natu,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
276,#holdfast #staystrong #carryon #tomboftheunknown #,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
277,mmm K Now have seen it all QT Holy Shit Alert: sha,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
278,Incredible. #hurricane  #hurricanesandy #hurricane,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
279,Take care NY 🇺🇸 #sandy #hurricane #storm #tormenta,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
280,Shark in the front yard.....#Hurricane #Sandy #Sha,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
281,#hurricane #sandy #newyork http://t.co/wRHV1wmv,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
282,RT @qwik800: Thoughts and prayers go out to the pe,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
283,This photo is REAL but equally a whoa ... #timessq,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
284,RT @Nihal201: Amazing picture from the #NewYork Ha,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
285,#Marines stand guard in Washington D.C. ~ #USA #hu,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
286,#nyc #sandy #hurricane #ellisisland #statueofliber,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
287,Pray for New York! &amp; all others affected by #H,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
288,Hurricane Sandy looks scary as hell #Hurricane #Sa,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
289,Amazing shot of #hurricane #sandy via @juneambrose,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
290,Beautiful #real #NY #photographer #hurricane #sand,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
291,This house has a new guest in their backyard Mr Sh,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
292,#soldiers #hurricane #loyalty http://t.co/2PRkRewa,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
293,Wtf?! Sharks in the streets?!?! #HurricaneSandy #h,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
294,"No people, no car on the road. Pray for New York, ",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
295,Super #crazy but #amazing #photo #instapic #hurric,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
296,Standing by the soldier still. Even in the hurrica,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
297,This bitch Sandy #hurricane #sandy http://t.co/n4Z,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
298,L'uragano Sandy New York 2012 #Sandy #hurricane #l,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
299,Prayers go out to the easy coast #igdaily #hurrica,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
300,#hurricane #dayaftertomorrow #nyc #statueofliberty,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
301,Tomb of the Unknown Soldier.   During #Hurricane #,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
302,Fucking hell! #hurricane #sandy #nyc #disaster #me,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
303,Good lucky america #usa #storm #sandy #nature #hur,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
304,#hurricane #sandy http://t.co/NJkwpeMz,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
305,The definition of dedication. Always on duty. #Hur,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
306,Beautiful shot! #Hurricane #Sandy #NYC  #StatueofL,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
307,New photo floating around the net #nyc #newyorkcit,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
308,And this is How it looks like in NY.  #Hurricane #,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
309,#hurricane #sandy #crazy praying for everyone in n,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
310,http://t.co/wk79srWg Soldiers guard tomb despite #,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
311,Stolen from @ericgipp there's a goddamn shark on t,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
312,#sandy #liberty #statue #storm #hurricane #repost ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
313,How amazing but how devastating it is going to be ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
314,Shark swimming in flooded areas near NJ home. #hel,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
315,Praying for my mom and uncle up north as they endu,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
316,Fo Shay #Sandy #Hurricane RT @staya_G: Now that's ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
317,#wow #NewYork #hurricane #sandy #scary #endofthewo,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
318,#sandy #whoa #werelucky #flooded #nyc #statueoflib,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
319,#nyc #hurricane #sandy http://t.co/qT0fxdm6,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
320,#newyork #hurricane #sandy #statueofliberty http:/,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
321,#Frankenstorm #Hurricane #Sandy http://t.co/MFm6yE,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
322,meanwhile in New Jersey.. #PRAY 4 #NewJersey &amp;,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
323,#flood #hurricane #sandy #shark #frontlawn #crazy ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
324,#Hurricane #Sandy #NYC #NewYork #NY #Manhattan #st,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
325,"Tomb of the Unknown in Washington, DC in the midst",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
326,#hurricane #sandy #longisland #newyork #nyc #ny #n,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
327,It's #hurricane time in #NY Hope you all good #NY ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
328,Hurricane Sandy has arrived in NYC. #hurricane #sa,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
329,#ny #sandy #hurricane http://t.co/JTVaNZOP,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
330,Keep safe NYC #Hurricane #Sandy http://t.co/JShdYW,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
331,My thoughts &amp; prayers go out to everyone on th,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
332,😳😳😳 #wtf #hurricane #sandy #nyc #statueofliberty #,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
333,HUGE amount of respect for these guys. They don't ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
334,This is crazy #BeautifulDisaster #Hurricane #Statu,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
335,Crazy storm #Hurricane #Sandy http://t.co/OMJ7Icrm,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
336,I thought I was safe on land!!! #hurricane http://,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
337,Amazing photo of #hurricane #sandy i hope everyone,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
338,This is Badass looking. #hurricane #newyork http:/,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
339,Hurricane Sandy heads toward New York #newyork #ne,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
340,"If you don't have respect for these guys, tell me,",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
341,Oh New York 😞😩😫🗽🇺🇸 #hurricane #sandy #help http://,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
342,Maaan it's crazy #sandy #hurricane http://t.co/3Wn,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
343,Unbelievable... #sandy #hurricane2012 http://t.co/,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
344,Dam shits gettin real #nyc #hurricane #sandy ☁☁☁⚡⚡,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
345,That's crazy #hurricane #newyork #statueofliberty ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
346,Prend en de la graine @NicoBarto ! #ouragan #sandy,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
347,"New York, la città che non dorme mai, é in silenzi",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
348,#Crazy picture. #Hurricane😱 http://t.co/45xwnama,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
349,Tomb of the Unknown Soldier #heroes #Hurricane #Sa,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
350,Unbelievable! #hurricane #sandy #newyork #empirest,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
351,#repost from @sheranescloset .. Wow! #pray #photo ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
352,Crazy pic taken in #NewYork today! #Hurricane #san,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
353,#omg #storm #eastcoast #hurricane #statueofliberty,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
354,#hurricane #sandy http://t.co/jse7ELt2,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
355,#hurricane #sandy #NY http://t.co/NmR7m5ml,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
356,#Hurricane #Sandy http://t.co/NgJspZEZ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
357,https://t.co/MFTWc7Tk Wow... Wat heftig... Hoop da,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
358,#Metaphor Symbol of Freedom devoured by #MotherNat,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
359,I used to fear dogs off leashes in my neighborhood,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
360,#Sandy wildin'... Sharks in the streets... No one ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
361,That bitch sandy is cray. #nofilter #sandy #hurric,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
362,Sandy On NYC #newyork #nyc #newyorkcity #sandy #hu,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
363,#sand #nyc #newyorkcity #hurricane http://t.co/qNj,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
364,"Times Square. New York, hurricane Sandy. #sandy #h",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
365,#shark #sandy #hurricane #newjersey http://t.co/dr,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
366,WOOOOOW .. A scene from New York during the #Sandy,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
367,"New liked picture on #instagram ""Standing watch ov",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
368,Nah...shit just got real! #hurricane http://t.co/K,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
369,Just a #shark patrolling a flooded neighborhood.. ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
370,Amazing photo but hope everyone in New York is oka,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
371,This reminds me of something out of the #movie #20,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
372,Que trauma. #NewYork #StatueOfLiberty #hurricane #,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
373,Found this pic on Facebook... Hope it's not real! ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
374,#hurricane #sandy #newyork  #oct29/12 http://t.co/,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
375,Y'all be safe!! #hurricane #Sandy #eastcoast http:,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
376,Standing guard during the Hurricane. #Brave #Tomb ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
377,Shark in New Jersey! #shark #hurricane #sandy #new,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
378,I used to fear dogs off leashes inmyneighborhood n,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
379,#hurricane #Sandy http://t.co/WKSvjaxV,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
380,It's the end of the world as we know it... #Hurric,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
381,#newyork #sandy #hurricane #crazy http://t.co/QQxZ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
382,@TcaflikestoRAGE 😂 #hurricane #sandy http://t.co/l,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
383,@calbartos: @DJsmethy http://t.co/3ZTmD7Ai  #hurri,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
384,This is #NewYork right now #Sandy #Hurricane #Craz,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
385,Respect ☔☁⚡💦 #soldier #hurricane #sandy http://t.c,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
386,Mother Nature Showing Her Awesome Power! #storm #N,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
387,Thinking &amp; praying for my bro in New York. (Ph,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
388,Shit got real yesterday. #sandy #fucksandy #hurric,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
389,"Tomb of the Unknown Solider still being guarded, G",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
390,Wow.. #hurricane #storm #newyork #sandy http://t.c,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
391,#patchogue #bay #shark #flooding #hurricane #sandy,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
392,#NewYorkCity #StatueOfLiberty #Hurricane #Sandy #p,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
393,#Hurricane #Sandy #2012 http://t.co/Frs9Awn8,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
394,frankenstorm sandy...pray for the new yorkers!! #i,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
395,This photo of NYC looks like Armageddon http://t.c,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
396,Love this picture! #hurricane #sandy #weather @wea,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
397,#respect #military #tomb #tomboftheunknownsoldier ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
398,That looks so amazing. #beautiful #hurricanesandy ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
399,#hurricane #sandy #amazing http://t.co/ymBfm4xc,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
400,Cool storm pic. The power of Nature. #storm #hurri,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
401,#instacollage #hurricane #sandy is starting too lo,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
402,#shark seen swimming in a #NJ street. #hurricane #,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
403,#newyork #frankestorm #hurricane #nature #sky #ama,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
404,Hello #Hurricane #Sandy #NY #Statue #Of #Liberty h,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
405,Love it when a shark passes me on the highway. #sa,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
406,There's a shark in my front yard! #hurricane #sand,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
407,Much Love to our NYC Fam right now! #City #Sandy #,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
408,#miss #libby #in #the #storm #wind #cloud #last #n,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
409,#hurricane #NY #Amazing #nature #powerful #instawo,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
410,#Sandy #hurricane over #NYC http://t.co/NwuwBfvx,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
411,Sandy is in NYC.. Be safe! #sandy #ny #hurricane #,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
412,New York today. #hurricane #sandy http://t.co/elFU,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
413,Statue of Liberty stands up to #Hurricane #Sandy. ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
414,Wow ! Amazing photo of #hurricane #sandy approachi,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
415,#Sandy the #Hurricane cant stop the #HonorGaurd st,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
416,Absolutely speechless.  #sandy #hurricane #usa htt,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
417,New York... #ny #hurricane #sandy #caution #newyor,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
418,RT @Queens2King21 Shit is 2 real @ home! #nyc #wtf,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
419,#NewYork #Hurricane  #Sandy #RecentPicture #ItJust,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
420,Wild picture of New York #sandy #hurricane http://,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
421,#Sharks coming in from #JerseyShore crazy #Hurrica,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
422,Акула на шоссейной магистрали \n#hurricane #sandy\,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
423,Sandy looks fucking serious #Hurricane #Sandy #Sta,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
424,Looks as though it's Doomsday in New York! #Sandy ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
425,#Hurricane #Sandy in #NYC http://t.co/tYCITOvD,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
426,#new york#big Apple #sandy #fear #hurricane http:/,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
427,Holly shit #newyork #hurricane #sandy http://t.co/,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
428,Statue of Liberty #hurricane #sandy #newyork #libe,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
429,Noodweer in #NY #NewYork  #New #York #hurricane #S,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
430,Sharks n shit in NJ streets 😳 #hurricane #sandy #f,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
431,Shark off a porch in Bigantine NJ! Would live to c,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
432,Zoo animals on the loose lol #Hurricane #Sandy #NY,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
433,#statue #of #liberty #today #new #york #newyork #h,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
434,"NY City, crazy hurricane Sandy photo. #disaster #N",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
435,That is crazy.. #repost #Hurricane #Sandy #OD #NYC,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
436,Holly shit!!!! #hurricane #sandy http://t.co/GzNQn,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
437,#Crazy #Hurricane #Sandy #Pic #Shark #Swimming Thr,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
438,Amazing photo #nyc #hurricane http://t.co/6dbAsL2S,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
439,Fucking nuts #hurricane #sandy #hurricanesandy #ny,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
440,Woah #hurricane #newyork #nofilter http://t.co/BQQ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
441,#OMG Soooo #SAD A #shark in someone's front yard i,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
442,Love this pic!!!  #Hurricane; .... No excuse.  #Ar,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
443,Holy Shit Alert: shark swimming in streets of Brig,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
444,"Alert: shark swimming in streets of Brigantine, N.",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
445,#hurricane #sandy brings a shark to New Jersey fro,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
446,Eerie look in Manhattan. #sandy #nyc #weather #hur,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
447,"Stunning, but scary picture. Good luck to everyone",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
448,#PRAYforNEWyork #PRAYforNEWjersey #hurricane http:,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
449,Here comes #hurricane #sandy #NYC #newjersey #emer,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
450,Such a horrible thing but yet so beautiful! #NewYo,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
451,#Hurricane #Sandy #Praying @jamiechesson @pjchesso,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
452,“@lizprimo: #Hurricane #Sandy #Praying @jamiechess,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
453,#Sandy. That's sick. http://t.co/hE95DzK2,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
454,RT @marian_kihogo: RT @FashionEtcNow: It's getting,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
455,Omg! Sharks swimming in new jersey wow that's abso,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
456,Sandy's ruining everybody's day #dang #statueoflib,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
457,How crazy is that. Sandy moving into NY http://t.c,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
458,RT: @1DMoments_BR Tubarões são encontrados nas rua,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
459,therealswizzz's photo http://t.co/CkozMCFt check s,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
460,FURACAO SANDY: Tubarões são encontrados nas ruas d,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
461,"Wow, that's crazy. #Shark RT @MeschelLee: 😳 #Sandy",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
462,"http://t.co/c9TAyDBr ""There’s a shark in my friend",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
463,Yu thought it was fake huh lol “@Truth_305: “@Bood,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
464,#regram that's crazy sharks in neighborhoods #sand,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
465,Sandy aint no joke! It's Deep Blue Sea at the jers,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
466,Talk that shit about Sandy now lol http://t.co/st3,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
467,What's good Sandy 🌀🌊☔ #Sandy#hurricane#newyorkcity,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
468,😳 Sandy's not playing any games folks.... If you'r,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
469,"It's real in Jersey... Thats a damn shark... tf, I",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
470,#SANDY: Tubarões são encontrados nas ruas de Nova ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
471,"@NathanFillion Good that you're LA, cause the item",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
472,There's a shark in my aunt's lawn. Sandy you crazy,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
473,That bitch name sandy hard at work http://t.co/fDS,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
474,“@Booda646: Sandy on that 2012 world ending shit! ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
475,Prayers for the safety of all east coasters that c,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
476,Rotfl RT @KoolDJRedAlert: Good Thing They Closed D,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
477,“@lifesAlyric Oh bitch! Sandy MAD!!! http://t.co/9,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
478,Tubarões são encontrados nas ruas de Nova Jersey d,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
479,Sandy's goin' ham. 💩😳 #Hurricane #Dang http://t.co,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
480,Tubarões são encontrados nas ruas de Nova Jersey d,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
481,"@RGettysIII ""Changing of the guard.. http://t.co/n",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
482,Independence Day? Nope that's Hurricane Sandy. #hu,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
483,"holy. crap.  be safe, guys.  thinking about everyb",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
484,Still guarding the unknown warrior's tomb..even wi,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
485,"Sandy's rolling in.. buckle up New York, things ar",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
486,#SANDY: Tubarões são encontrados nas ruas de Nova ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
487,#SANDY: Tubarões são encontrados nas ruas de Nova ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
488,http://t.co/zdD0Sxlt this Sandy pic looks awesome ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
489,"New york is in trouble,sandy's heavy strike.16 pas",,fake,error: 'BaseModelOutputWithPooling' object has no attribu
490,@mariliamorais 'Tubarões são encontrados nas ruas ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
491,#PrayForUsa : Tubarões são encontrados nas ruas de,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
492,RT @Brobtimes3: Damn Hurricane Sandy getting down ,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
493,that's really scary ....shark on the street in New,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
494,Sandy's #Hurricane in NY http://t.co/I25vmdJd,,fake,error: 'BaseModelOutputWithPooling' object has no attribu
